task_id,repo,condition,model,pred_index,actor,name,description,evidence_paths,matched_gold,best_similarity,path_coverage,majority_category,unanimous,has_unique_majority,annotator_11_category,annotator_11_confidence,annotator_11_supported,annotator_11_path_grounded,annotator_11_needs_discussion,annotator_11_notes,annotator_12_category,annotator_12_confidence,annotator_12_supported,annotator_12_path_grounded,annotator_12_needs_discussion,annotator_12_notes,annotator_13_category,annotator_13_confidence,annotator_13_supported,annotator_13_path_grounded,annotator_13_needs_discussion,annotator_13_notes
tough-dev-school__education-backend::readme_only::deepseek-v4-pro::0,tough-dev-school__education-backend,readme_only,deepseek-v4-pro,0,User,Register Account,A new user signs up for an account on the Tough Dev School platform.,README.md,Manage authentication and password recovery,0.1682,,readme_overgeneralization,True,True,readme_overgeneralization,medium,False,False,False,README-only evidence is too weak to support account registration specifically.,readme_overgeneralization,medium,False,False,False,README-only evidence is too weak to support account registration specifically.,readme_overgeneralization,medium,False,False,False,README-only evidence is too weak to support account registration specifically.
tough-dev-school__education-backend::readme_only::deepseek-v4-pro::1,tough-dev-school__education-backend,readme_only,deepseek-v4-pro,1,User,Place Order for Course,"A user purchases a course by creating an order, integrated with Tinkoff payment.",README.md,Purchase course,0.2632,,readme_overgeneralization,False,True,matched_supported_goal,medium,True,True,False,README supports purchasing courses/orders with payment integration.,readme_overgeneralization,medium,False,False,False,README supports purchasing courses/orders with payment integration.,readme_overgeneralization,medium,False,False,False,README supports purchasing courses/orders with payment integration.
tough-dev-school__education-backend::readme_only::deepseek-v4-pro::2,tough-dev-school__education-backend,readme_only,deepseek-v4-pro,2,User,Receive Notification,"User receives transactional or marketing notifications via Telegram, email, or both.",README.md,Manage authentication and password recovery,0.1698,,readme_overgeneralization,True,True,readme_overgeneralization,medium,False,False,False,Notification delivery is too broad/indirectly grounded from README alone.,readme_overgeneralization,medium,False,False,False,Notification delivery is too broad/indirectly grounded from README alone.,readme_overgeneralization,medium,False,False,False,Notification delivery is too broad/indirectly grounded from README alone.
tough-dev-school__education-backend::readme_only::deepseek-v4-pro::3,tough-dev-school__education-backend,readme_only,deepseek-v4-pro,3,Admin,Manage System via Django Admin,An administrator accesses the Django admin interface to manage website data.,README.md,List users,0.1882,,readme_overgeneralization,True,True,readme_overgeneralization,medium,False,False,False,Generic Django admin management is too broad and weakly grounded.,readme_overgeneralization,medium,False,False,False,Generic Django admin management is too broad and weakly grounded.,readme_overgeneralization,medium,False,False,False,Generic Django admin management is too broad and weakly grounded.
tough-dev-school__education-backend::file_tree_only::deepseek-v4-pro::0,tough-dev-school__education-backend,file_tree_only,deepseek-v4-pro,0,User,Authenticate via JWT,User obtains a JSON Web Token for accessing protected API endpoints.,src/apps/a12n/api/views.py | src/apps/a12n/tests/api/tests_obtain_token.py | src/apps/a12n/tests/api/tests_obtain_jwt_via_passwordless_token.py,Manage authentication and password recovery,0.4158,0.1333,implementation_level_goal,True,True,implementation_level_goal,high,False,True,False,Obtaining a JWT token is an API/technical auth operation rather than a user-facing use case.,implementation_level_goal,high,False,True,False,Obtaining a JWT token is an API/technical auth operation rather than a user-facing use case.,implementation_level_goal,high,False,True,False,Obtaining a JWT token is an API/technical auth operation rather than a user-facing use case.
tough-dev-school__education-backend::file_tree_only::deepseek-v4-pro::1,tough-dev-school__education-backend,file_tree_only,deepseek-v4-pro,1,User,Request Password Reset,User initiates a password reset by submitting their email to receive a reset link.,src/apps/a12n/api/views.py | src/apps/a12n/tests/api/tests_request_password_reset.py,Manage authentication and password recovery,0.2714,,matched_supported_goal,True,True,matched_supported_goal,medium,True,True,False,Auth views/tests directly support requesting password reset.,matched_supported_goal,medium,True,True,False,Auth views/tests directly support requesting password reset.,matched_supported_goal,medium,True,True,False,Auth views/tests directly support requesting password reset.
tough-dev-school__education-backend::file_tree_only::deepseek-v4-pro::2,tough-dev-school__education-backend,file_tree_only,deepseek-v4-pro,2,User,Reset Password,User resets their password using the token received via email.,src/apps/a12n/api/views.py | src/apps/a12n/tests/api/tests_password_reset_confirm.py,Manage authentication and password recovery,0.2622,,implementation_level_goal,False,True,matched_supported_goal,medium,True,True,False,Auth views/tests directly support resetting password.,implementation_level_goal,high,False,True,False,Auth views/tests directly support resetting password.,implementation_level_goal,high,False,True,False,Auth views/tests directly support resetting password.
tough-dev-school__education-backend::file_tree_only::deepseek-v4-pro::3,tough-dev-school__education-backend,file_tree_only,deepseek-v4-pro,3,Admin,Sync Course to CRM,Administrator pushes a course product definition to the connected amoCRM for lead generation and sales tracking.,src/apps/amocrm/services/course_pusher.py | src/apps/amocrm/tests/services/tests_course_pusher.py,Purchase course,0.25,,implementation_level_goal,True,True,implementation_level_goal,high,False,True,False,Syncing a course to CRM is a technical integration operation.,implementation_level_goal,high,False,True,False,Syncing a course to CRM is a technical integration operation.,implementation_level_goal,high,False,True,False,Syncing a course to CRM is a technical integration operation.
tough-dev-school__education-backend::file_tree_only::deepseek-v4-pro::4,tough-dev-school__education-backend,file_tree_only,deepseek-v4-pro,4,B2B Customer,Create B2B Deal,"A corporate customer creates a deal for bulk purchase of student seats, specifying participants and courses.",src/apps/b2b/services/deal_creator.py | src/apps/b2b/tests/test_deal_creator_service.py,Create order draft,0.2,,matched_supported_goal,True,True,matched_supported_goal,medium,True,True,False,Deal creator service/tests directly support creating a B2B deal.,matched_supported_goal,medium,True,True,False,Deal creator service/tests directly support creating a B2B deal.,matched_supported_goal,medium,True,True,False,Deal creator service/tests directly support creating a B2B deal.
tough-dev-school__education-backend::file_tree_only::deepseek-v4-pro::5,tough-dev-school__education-backend,file_tree_only,deepseek-v4-pro,5,Admin,Complete B2B Deal,"Administrator or automated process finalizes a paid B2B deal, enrolling students and sending welcome messages.",src/apps/b2b/services/deal_completer.py | src/apps/b2b/tests/deal_completer/test_deal_completer_happiness_message.py | src/apps/b2b/tests/deal_completer/test_deal_completer_new_order_creation.py,Refresh Notion material cache,0.1952,,implementation_level_goal,False,True,matched_supported_goal,medium,True,True,False,Deal completer service/tests directly support completing B2B deals.,implementation_level_goal,high,False,True,False,Deal completer service/tests directly support completing B2B deals.,implementation_level_goal,high,False,True,False,Deal completer service/tests directly support completing B2B deals.
tough-dev-school__education-backend::file_tree_only::deepseek-v4-pro::6,tough-dev-school__education-backend,file_tree_only,deepseek-v4-pro,6,Admin,Bulk Enroll Students,"Admin uploads a list of students and enrolls them in a deal, creating accounts and assigning courses.",src/apps/b2b/services/bulk_student_creator.py | src/apps/b2b/tests/test_bulk_student_creator.py,List users,0.2212,,matched_supported_goal,True,True,matched_supported_goal,medium,True,True,False,Bulk student creator service/tests directly support bulk enrollment.,matched_supported_goal,medium,True,True,False,Bulk student creator service/tests directly support bulk enrollment.,matched_supported_goal,medium,True,True,False,Bulk student creator service/tests directly support bulk enrollment.
tough-dev-school__education-backend::file_tree_only::deepseek-v4-pro::7,tough-dev-school__education-backend,file_tree_only,deepseek-v4-pro,7,System,Send Automated Message Chain,"System automatically sends a sequence of templated messages (e.g., onboarding emails) at scheduled intervals.",src/apps/chains/services/chain_sender.py | src/apps/chains/tasks.py | src/apps/chains/tests/chain_sender/test_sending_root_messages.py,Process payment notifications,0.0833,,implementation_level_goal,True,True,implementation_level_goal,high,False,True,False,Automated message chain sending is a system/internal operation.,implementation_level_goal,high,False,True,False,Automated message chain sending is a system/internal operation.,implementation_level_goal,high,False,True,False,Automated message chain sending is a system/internal operation.
