repo,condition,model,pred_index,category,actor,name,description,evidence_paths,matched_gold,best_similarity,path_coverage
tough-dev-school__education-backend,file_tree_only,deepseek-v4-pro,5,near_miss_or_partial_workflow,Admin,Complete B2B Deal,"Administrator or automated process finalizes a paid B2B deal, enrolling students and sending welcome messages.",src/apps/b2b/services/deal_completer.py | src/apps/b2b/tests/deal_completer/test_deal_completer_happiness_message.py | src/apps/b2b/tests/deal_completer/test_deal_completer_new_order_creation.py,Refresh Notion material cache,0.1952,
tough-dev-school__education-backend,file_tree_only,deepseek-v4-pro,6,near_miss_or_partial_workflow,Admin,Bulk Enroll Students,"Admin uploads a list of students and enrolls them in a deal, creating accounts and assigning courses.",src/apps/b2b/services/bulk_student_creator.py | src/apps/b2b/tests/test_bulk_student_creator.py,List users,0.2212,
tough-dev-school__education-backend,file_tree_only,deepseek-v4-pro,7,actor_scope_error,System,Send Automated Message Chain,"System automatically sends a sequence of templated messages (e.g., onboarding emails) at scheduled intervals.",src/apps/chains/services/chain_sender.py | src/apps/chains/tasks.py | src/apps/chains/tests/chain_sender/test_sending_root_messages.py,Process payment notifications,0.0833,
tough-dev-school__education-backend,readme_plus_code,deepseek-v4-pro,0,actor_scope_error,Student,View own profile,"A student can retrieve their personal profile information including email, avatar, social links, and staff status.",src/apps/users/api/serializers.py,View lessons,0.25,
tough-dev-school__education-backend,readme_plus_code,deepseek-v4-pro,1,actor_scope_error,Student,Update own profile,"A student can edit their first name, last name, gender, and social media usernames.",src/apps/users/api/serializers.py,Manage authentication and password recovery,0.0962,
tough-dev-school__education-backend,readme_plus_code,deepseek-v4-pro,2,actor_scope_error,Student,Reset password,A student can request a password reset email via an ESP template and set a new password.,src/apps/a12n/api/forms.py | src/apps/a12n/api/serializers.py,Manage authentication and password recovery,0.1667,
tough-dev-school__education-backend,readme_plus_code,deepseek-v4-pro,3,actor_scope_error,Student,Browse courses with pricing,"A student can view available courses, their covers, tariffs, and prices in a specific bank’s currency.",src/apps/products/api/serializers.py | src/apps/banking/api/serializers.py | src/apps/studying/api/serializers.py,View course group offerings,0.2449,
tough-dev-school__education-backend,readme_plus_code,deepseek-v4-pro,4,matched_goal_missing_or_wrong_path,Student,Purchase a course,"A student can initiate a course purchase, optionally apply a promocode, choose a bank, and be redirected to payment.",src/apps/orders/api/serializers.py | src/apps/products/api/serializers.py | src/apps/tinkoff/api/serializers.py,Purchase course,1.0,0.0
tough-dev-school__education-backend,readme_plus_code,deepseek-v4-pro,5,actor_scope_error,Student,Study a course,"A student can navigate through course modules, lessons, video calls, and Notion materials.",src/apps/lms/api/serializers/module.py | src/apps/lms/api/serializers/lesson.py | src/apps/lms/api/serializers/breadcrums.py | src/apps/notion/api/serializers.py,Purchase course,0.3333,
tough-dev-school__education-backend,readme_plus_code,deepseek-v4-pro,6,matched_goal_missing_or_wrong_path,Student,Submit homework answer,"A student can view a homework question and submit an answer with optional PDF attachments, reactions, and threaded comments.",src/apps/homework/api/serializers/question.py | src/apps/homework/api/serializers/answer.py | src/apps/homework/api/serializers/attachment.py | src/apps/homework/api/serializers/reaction.py,Submit homework answer,1.0,0.0
tough-dev-school__education-backend,readme_plus_code,deepseek-v4-pro,7,actor_scope_error,Student,Cross-check homework,A student is assigned peers’ answers for cross‑checking and marks them as checked.,src/apps/homework/api/serializers/crosscheck.py | src/apps/homework/api/serializers/stats.py,Submit homework answer,0.2,
tough-dev-school__education-backend,random_code_same_budget,deepseek-v4-pro,0,implementation_level_goal,Anonymous User,Obtain auth token,User logs in with username/email and password to receive a JWT token for API access.,src/apps/a12n/tests/api/tests_obtain_token.py | /api/v2/auth/token/,Manage authentication and password recovery,0.2286,
tough-dev-school__education-backend,random_code_same_budget,deepseek-v4-pro,1,actor_scope_error,Student,Apply promo code,Student applies a discount promo code to a course to reduce the price.,src/apps/orders/tests/orders/promocode/tests_promocode_apply.py,Check course price with promocode,0.125,
tough-dev-school__education-backend,random_code_same_budget,deepseek-v4-pro,2,actor_scope_error,Student,Enroll in free course,Student enrolls in a zero-priced course and is redirected to a success page.,src/apps/banking/zero_price_bank.py,Purchase course,0.25,
tough-dev-school__education-backend,random_code_same_budget,deepseek-v4-pro,3,actor_scope_error,Student,Change email,"Student changes their account email, which also updates username and triggers newsletter subscription.",src/apps/users/tests/users/email_changer/test_changing_user_email_to_the_new_one.py,Submit homework answer,0.0789,
tough-dev-school__education-backend,random_code_same_budget,deepseek-v4-pro,4,actor_scope_error,Student,Receive diploma,"After completing a course and accepted homework, the system generates a diploma in the student's preferred languages.",src/apps/orders/services/order_diploma_generator.py,Access diploma records,0.25,
tough-dev-school__education-backend,random_code_same_budget,deepseek-v4-pro,5,matched_goal_missing_or_wrong_path,Student,View Notion material,Student accesses course material stored in Notion via the backend proxy.,src/apps/notion/tests/notion/legacy_api/conftest.py,Read Notion learning material,0.4,0.0
tough-dev-school__education-backend,full_selected_context,deepseek-v4-pro,0,actor_scope_error,Student,view lesson list for module,Authenticated student retrieves all visible lessons belonging to a purchased module.,src/apps/lms/tests/api/test_lesson_list.py | src/apps/lms/api/serializers/lesson.py,View lessons,0.1905,
tough-dev-school__education-backend,full_selected_context,deepseek-v4-pro,1,actor_scope_error,Student,view lesson details,"Student retrieves full details of a single lesson including call, material, and homework question.",src/apps/lms/tests/api/test_lesson_retrieve.py | src/apps/lms/api/serializers/lesson.py,View lessons,0.25,
tough-dev-school__education-backend,full_selected_context,deepseek-v4-pro,2,actor_scope_error,Student,view module details,"Student retrieves module information including start date, description, and lesson count.",src/apps/lms/api/serializers/module.py | src/apps/lms/api/serializers/__init__.py,View lessons,0.25,
tough-dev-school__education-backend,full_selected_context,deepseek-v4-pro,3,actor_scope_error,Anonymous,user login,User obtains a JWT token by submitting credentials or a passwordless token.,src/apps/a12n/tests/api/tests_obtain_token.py | src/apps/a12n/tests/api/tests_obtain_jwt_via_passwordless_token.py | src/apps/a12n/api/serializers.py,Manage authentication and password recovery,0.2188,
tough-dev-school__education-backend,full_selected_context,deepseek-v4-pro,4,matched_goal_missing_or_wrong_path,Student,purchase course,"Student selects a course, optionally applies promocode and bank, receives price and proceeds to payment.",src/apps/orders/api/serializers.py | src/apps/products/api/serializers.py | src/apps/banking/api/serializers.py,Purchase course,1.0,0.0
tough-dev-school__education-backend,full_selected_context,deepseek-v4-pro,5,matched_goal_missing_or_wrong_path,Student,submit homework answer,Student creates a new answer for a homework question with optional file upload.,src/apps/homework/api/serializers/answer.py | src/apps/homework/api/serializers/attachment.py,Submit homework answer,1.0,0.0
tough-dev-school__education-backend,full_selected_context,deepseek-v4-pro,6,implementation_level_goal,Admin,create diploma,Admin creates a diploma for a student who completed a course.,src/apps/diplomas/api/serializers.py | src/apps/products/api/serializers.py,Create order draft,0.25,
tough-dev-school__education-backend,full_selected_context,deepseek-v4-pro,7,actor_scope_error,Student,update profile,"Student updates own profile fields such as name, gender, social links, and avatar.",src/apps/users/api/serializers.py,List users,0.0882,
tough-dev-school__education-backend,oracle_upper_bound,deepseek-v4-pro,0,matched_goal_actor_label_drift,Anonymous Shopper,Browse Courses by Group,"An anonymous visitor lists courses belonging to a product group, optionally seeing prices in a desired bank currency.",src/apps/products/api/views.py (ProductGroupView) | src/apps/products/urls.py | test: src/apps/products/tests/products/test_courses_by_group.py,View course group offerings,0.3077,0.375
tough-dev-school__education-backend,oracle_upper_bound,deepseek-v4-pro,1,matched_goal_actor_label_drift,Anonymous Shopper,Check Promocode Price,A visitor enters a promocode to see the discounted price for a course.,src/apps/products/api/views.py (PromocodeView) | src/apps/products/tests/products/courses/tests_price_with_promocode.py | src/apps/products/tests/products/course_api/tests_purchasing_course_with_promocode.py,Check course price with promocode,0.6,0.1111
tough-dev-school__education-backend,oracle_upper_bound,deepseek-v4-pro,2,matched_goal_actor_label_drift,Anonymous Shopper,Purchase Course,"A visitor submits name, email, optional promocode and bank preference to start a course purchase and is redirected to a payment page.",src/apps/products/api/views.py (PurchaseView) | src/apps/products/tests/products/course_api/tests_purchasing_course.py | src/apps/products/tests/products/course_api/tests_purchasing_course_with_promocode.py,Purchase course,1.0,0.3
tough-dev-school__education-backend,oracle_upper_bound,deepseek-v4-pro,3,matched_goal_actor_label_drift,Anonymous Shopper,Create Order Draft,"A visitor sends course, optional promocode and bank to receive a draft order summary without creating a full order.",src/apps/orders/api/views.py (OrderDraftView) | src/apps/orders/api/serializers.py,Create order draft,1.0,0.25
tough-dev-school__education-backend,oracle_upper_bound,deepseek-v4-pro,4,matched_goal_actor_label_drift,Student,Confirm Order,A student follows a unique confirmation link to mark their order as paid and be redirected to the course success page.,src/apps/orders/api/views.py (OrderConfirmationView) | src/apps/orders/tests/orders/order_creator/tests_order_creator_confirmation_message.py,Confirm paid order,0.6667,0.25
mwinamijr__django-scms,random_code_same_budget,deepseek-v4-pro,0,matched_goal_missing_or_wrong_path,Administrator,Manage Academic Years,"An administrator can create, list, retrieve, update, and delete academic years.",api/administration/urls.py,Manage academic structure,0.5,0.0
mwinamijr__django-scms,random_code_same_budget,deepseek-v4-pro,1,implementation_level_goal,Administrator,Manage Terms,"An administrator can create, list, retrieve, update, and delete terms linked to academic years.",api/administration/urls.py,Manage teacher accounts,0.25,
